town,total_population,median_household_income,per_capita_income,median_age,median_home_value,pct_owner_occupied,pct_in_labor_force,pct_unemployed,pct_white,pct_poverty,pct_bachelors_plus,margin,winner
Hamlin,111,50938,88529.0,61.8,200000,75.47169811320755,28.846153846153843,6.666666666666667,98.1981981981982,17.117117117117118,16.161616161616163,24.074074074074076,1
Hampden,7896,111959,51784.0,41.0,301300,85.69034852546918,71.11292962356792,2.4395857307249713,87.72796352583586,7.475209763539283,45.94886568239107,-1.3054830287206158,0
Hancock,2518,72285,46264.0,56.3,276800,81.08108108108108,58.194130925507906,4.344453064391001,91.54090548054012,8.180367118914605,34.94275759084122,7.72357723577236,1
Hanover,276,55417,90475.0,53.3,334500,91.78082191780823,50.0,3.4482758620689653,82.2463768115942,18.84057971014493,44.70046082949309,-15.025906735751299,0
Harmony,974,54063,28123.0,52.9,202700,67.77777777777779,56.166056166056165,4.130434782608695,93.94250513347022,15.811088295687886,21.108179419525065,38.61386138613861,1
Harpswell,5046,96250,70110.0,62.0,609700,83.29484218629715,57.84230606189064,1.2092341517039207,95.20412207689259,5.561092286226828,52.90562529056253,-23.444473615122078,0
Harrington,917,64861,33186.0,49.2,144600,83.13253012048193,55.159235668789805,5.542725173210162,96.40130861504908,13.687782805429865,27.28531855955679,42.48608534322819,1
Harrison,2513,56938,41367.0,56.0,249300,90.11583011583012,57.95847750865052,7.985074626865672,94.03103859928372,19.10067648229208,30.87557603686636,5.754088431253784,1
Hartford,1314,87115,35275.0,42.2,189200,97.6303317535545,62.64478764478765,2.157164869029276,74.42922374429224,7.395993836671804,17.94871794871795,23.480662983425418,1
Hartland,1602,46141,33592.0,53.2,139200,82.69986893840104,52.51141552511416,3.91304347826087,98.18976279650437,16.034031413612563,21.843853820598007,38.702928870292894,1
Hebron,1105,92550,38041.0,43.8,242300,97.05215419501134,65.79804560260585,3.3003300330033,94.20814479638008,8.900999091734786,22.630331753554504,21.64948453608247,1
Hermon,6727,96629,45628.0,41.1,333600,75.23139577934099,58.67413632119515,0.4455760661998727,95.37683960160547,6.828459451311426,37.598116169544745,24.87660414610069,1
Hersey,47,31250,28106.0,60.5,162500,65.21739130434783,40.0,5.555555555555555,95.74468085106383,21.27659574468085,20.930232558139537,45.0,1
Hiram,1748,62813,41929.0,41.6,256600,83.79629629629629,57.10227272727273,4.353233830845771,87.70022883295195,12.587822014051522,25.02050861361772,19.266055045871553,1
Hodgdon,1428,54519,30486.0,42.2,159300,84.84848484848484,58.23117338003503,1.5037593984962405,94.39775910364145,12.0617110799439,15.361139369277721,59.478672985782,1
Holden,3352,92200,63100.0,45.0,289400,95.03768844221105,70.18315018315018,4.54070981210856,95.28639618138425,3.1541003304295585,44.693168660748746,11.900191938579653,1
Hollis,4872,95950,41243.0,43.8,338900,87.59083286752376,66.9629985583854,1.7581628991747398,95.52545155993431,5.690721649484536,30.72732225551621,11.813096413293849,1
Hope,1748,86766,48167.0,44.6,373400,92.94964028776978,64.37364228819696,1.9122609673790776,94.45080091533181,5.333333333333334,47.385103011093506,-17.615176151761517,0
Houlton,6056,61058,34556.0,45.4,137000,63.75192604006163,57.8112609040444,11.488340192043896,93.32892998678997,18.132445690259285,24.63302752293578,25.95103578154425,1
Howland,1367,49297,22983.0,47.6,150100,77.8705636743215,39.92606284658041,9.953703703703704,95.24506217995611,25.208807896735003,11.97252208047105,27.95216741405082,1
Hudson,1305,67933,36988.0,47.5,157300,92.44935543278085,65.78947368421053,0.5333333333333333,95.86206896551724,6.513409961685824,19.084712755598833,40.697674418604656,1
Industry,988,63056,34893.0,40.6,205600,86.03351955307262,52.24867724867725,7.088607594936709,93.52226720647774,6.882591093117409,34.40702781844802,11.937377690802343,1
Island Falls,768,56328,31054.0,50.7,108300,79.62382445141067,57.484076433121025,5.263157894736842,94.01041666666666,20.70773263433814,12.920353982300886,40.36697247706422,1
Isle Au Haut,69,49500,128106.0,71.4,593800,74.0,56.52173913043478,0.0,100.0,2.898550724637681,56.52173913043478,-45.16129032258064,0
Islesboro,636,88438,61249.0,57.0,288800,91.81818181818183,56.49122807017544,14.285714285714285,95.75471698113208,15.09433962264151,47.7859778597786,-48.54586129753915,0
Jackman,695,33625,30519.0,54.2,172700,89.52618453865337,49.77029096477795,4.923076923076923,88.20143884892087,11.942446043165468,28.35820895522388,51.8939393939394,1
Jackson,567,75167,37933.0,37.7,231500,78.62903225806451,65.55323590814196,1.5923566878980893,98.2363315696649,13.756613756613756,41.878172588832484,14.705882352941174,1
Jay,4657,70238,32921.0,39.5,168600,82.7433628318584,65.10015408320493,2.7613412228796843,98.2177367403908,9.79171140219025,29.69521044992743,12.09462037390309,1
Jefferson,2647,85078,34829.0,38.1,311600,83.79237288135593,68.60000000000001,5.830903790087463,93.50207782395165,3.3891702376314767,27.626233313987232,12.826465467208365,1
Jonesboro,570,63750,32288.0,38.3,151400,80.97014925373134,61.77685950413223,1.0033444816053512,88.24561403508771,14.035087719298245,18.872549019607842,34.857142857142854,1
Jonesport,1166,67500,39305.0,43.7,142000,67.5,54.70347648261759,5.233644859813085,91.1663807890223,13.547237076648841,20.291479820627803,36.89700130378097,1
Kenduskeag,1333,79792,33236.0,43.9,177900,83.4307992202729,62.731277533039645,2.106741573033708,96.92423105776444,15.9039759939985,17.78006166495375,42.74809160305344,1
Kennebunk,11820,107804,59309.0,54.6,487700,80.59284116331096,60.363418530351446,4.383063182269269,93.20642978003384,7.326578332034295,51.18017729360248,-33.43030303030304,0
Kennebunkport,3684,102747,90224.0,59.1,740500,81.42934488359502,52.33671988388969,3.7160288408208544,94.19109663409337,4.565217391304348,52.274124154886294,-29.39882697947214,0
Kingfield,820,47750,40772.0,55.4,194300,88.69179600886919,62.67217630853994,3.9560439560439558,97.80487804878048,15.609756097560975,42.77016742770167,7.692307692307693,1
Kittery,10473,93728,55524.0,46.8,468500,67.1757279576461,63.68955619342018,5.096203848153926,89.71641363506158,6.359347356005504,45.99022004889976,-42.668344870988044,0
Knox,825,64821,34782.0,41.1,159600,80.05698005698005,65.47455295735901,1.050420168067227,98.06060606060606,8.557457212713937,26.046511627906977,43.89721627408994,1
Lagrange,709,58417,27725.0,45.9,126000,72.47386759581882,56.851851851851855,4.88599348534202,92.3836389280677,18.387553041018386,9.037328094302556,44.41260744985673,1
Lakeville,99,65625,59443.0,59.9,313600,100.0,44.79166666666667,0.0,97.97979797979798,6.0606060606060606,36.45833333333333,7.5,1
Lamoine,1782,88542,50890.0,49.6,324800,78.42170160295932,71.30325814536342,8.699472759226714,91.5263748597082,8.922558922558922,34.92171545268891,-4.873949579831944,0
Lebanon,6629,97750,40949.0,39.6,324800,96.79878048780488,72.94460641399418,2.6378896882494005,94.44863478654398,7.383063283399573,14.058577405857742,34.20528859823713,1
Lee,925,49886,25923.0,51.5,174500,97.03264094955489,47.33420026007803,1.6483516483516485,91.8918918918919,19.492502883506344,14.108527131782948,48.975791433892,1
Leeds,2285,85208,34190.0,38.2,257800,93.7984496124031,66.35071090047393,2.5892857142857144,96.71772428884027,19.752540874944764,23.039555863983345,28.317955997161107,1
Levant,3069,86071,38422.0,39.7,268500,81.38801261829653,71.08910891089108,4.401114206128134,93.4180514825676,9.00131406044678,21.551724137931032,42.475305055200465,1
Lewiston,38324,55393,30979.0,37.3,235100,51.15845704702156,61.083964102072756,4.76837812401966,77.91984135267718,20.036516853932586,22.58802192169696,-8.370315581854044,0
Liberty,969,71146,33965.0,40.5,229600,84.10138248847926,59.45611866501854,10.81081081081081,89.2672858617131,14.75748194014448,43.36283185840708,7.213114754098356,1
Limerick,3400,101172,40655.0,40.4,269400,89.83451536643025,65.30319339791892,1.7582417582417582,92.64705882352942,6.911764705882353,27.531645569620256,14.544539506794159,1
Limestone,1579,49938,33941.0,45.3,98400,61.15107913669065,53.83447228549735,6.770098730606488,96.32678910702977,16.367265469061877,20.302760463045413,22.764227642276417,1
Limington,4017,84675,40066.0,50.0,295600,90.98873591989988,60.932944606414,0.43062200956937796,81.52850385860094,3.410505352252925,23.313828149060672,24.634044332915096,1
Lincoln,47,74167,49791.0,63.1,264300,69.23076923076923,44.680851063829785,0.0,100.0,4.25531914893617,10.638297872340425,39.26247288503254,1
Lincoln,4890,56089,31463.0,52.4,141500,72.5854070012653,54.66545289030497,6.119900083263947,96.13496932515338,16.507673164661966,20.21733636593379,39.26247288503254,1
Lincolnville,2396,81928,49423.0,51.3,367000,87.38916256157636,63.658070678127984,7.051762940735183,96.28547579298832,11.81135225375626,47.32620320855615,-30.994152046783626,0
Linneus,1226,65114,35575.0,44.6,144200,89.3569844789357,61.137897782063646,5.047318611987381,93.23001631321371,11.986863711001643,11.888111888111888,69.9248120300752,1
Lisbon,9750,77819,39844.0,38.4,258300,74.81636935991605,67.60742435799644,1.7675817976682964,96.15384615384616,5.325321176958144,23.371536341215727,11.040255081705858,1
Litchfield,3680,84904,39454.0,46.4,243900,96.70836076366031,69.09857328145266,2.2055373064289068,99.23913043478261,4.266304347826087,25.443383356070942,23.281596452328166,1
Littleton,887,74219,31650.0,46.0,159800,82.54847645429363,70.62146892655367,2.6,96.84329199549042,8.860759493670885,18.729641693811075,52.60115606936416,1
Livermore,1868,70441,38195.0,51.4,221800,95.68345323741008,57.21455457967378,1.9736842105263157,98.76873661670236,8.035714285714286,21.908602150537636,19.285714285714278,1
Livermore Falls,3102,45843,31427.0,36.7,147500,66.01689408706952,58.26961770623742,4.62707182320442,98.16247582205028,28.96103896103896,17.796976241900648,23.878437047756876,1
Long Island,249,91250,49851.0,47.5,551100,87.5,66.98564593301435,0.7142857142857143,81.92771084337349,4.417670682730924,50.27027027027027,-40.81632653061225,0
Lovell,1353,80625,55931.0,52.2,295000,88.87015177065767,56.23451692815855,3.0837004405286343,96.7479674796748,10.007412898443292,36.056338028169016,-6.181818181818173,0
Lowell,378,50833,37193.0,55.5,209700,88.54166666666666,45.588235294117645,3.225806451612903,95.76719576719577,10.846560846560847,30.031948881789138,48.48484848484849,1
Lubec,1346,52375,37928.0,59.3,188700,78.08417997097243,45.69757727652464,2.742230347349177,93.7592867756315,14.690529455630127,32.56433007985803,-7.986501687289092,0
Ludlow,444,62500,30716.0,46.1,133900,90.40404040404042,69.91404011461319,4.508196721311475,93.01801801801803,15.315315315315313,16.19047619047619,50.40650406504065,1
Lyman,4612,87284,50093.0,53.8,360400,95.00268672756582,57.8725514505331,3.898886032562125,97.83174327840416,8.954900260190806,25.083056478405314,10.905485789821547,1
Machias,2020,34375,21340.0,40.8,141300,49.68394437420986,48.39816933638444,17.13947990543735,93.01980198019803,25.6047197640118,15.952732644017726,11.73913043478261,1
Machiasport,1016,60000,36596.0,52.8,177100,83.03964757709251,46.38487208008899,1.9184652278177456,94.19291338582677,15.88683351468988,25.542168674698797,24.02826855123675,1
Madawaska,3853,56818,30244.0,52.6,156300,67.7366702937976,47.70060260069775,7.380319148936171,92.13599792369583,12.998405103668262,22.309264305177113,2.769818529130845,1
Madison,4782,61747,34350.0,49.6,187600,54.630454140694575,53.67558447818751,0.673551863493489,93.05729820158929,15.00110302228105,21.43236074270557,25.45909849749583,1
Manchester,2424,92031,41198.0,46.9,299600,85.04577822990844,62.95556665002496,2.53766851704996,95.13201320132013,4.455445544554455,47.45383324006715,5.465465465465471,1
Mapleton,1884,91731,37225.0,41.8,191800,79.923273657289,68.53856562922869,4.54096742349457,94.26751592356688,8.929532006455084,34.28351309707242,36.43410852713178,1
Mariaville,724,66027,33316.0,42.3,215400,81.75895765472313,65.2542372881356,5.714285714285714,87.84530386740332,9.94475138121547,22.807017543859647,19.64285714285714,1
Mars Hill,1398,65273,33105.0,43.4,163600,70.61946902654867,58.69175627240143,10.839694656488549,98.28326180257511,9.563253012048193,26.037344398340252,42.27086183310533,1
Marshfield,499,62500,30204.0,40.9,191900,94.6078431372549,58.288770053475936,1.834862385321101,97.1943887775551,9.054325955734406,26.10062893081761,34.131736526946106,1
Masardis,258,67650,35876.0,35.9,126400,97.0873786407767,72.88135593220339,0.5813953488372093,93.7984496124031,11.24031007751938,22.943722943722943,38.842975206611584,1
Mattawamkeag,698,45000,27530.0,51.4,104200,76.06060606060606,43.73956594323873,12.213740458015266,86.96275071633238,33.2378223495702,6.469500924214418,38.31325301204819,1
Maxfield,76,92500,29311.0,54.5,164600,100.0,44.285714285714285,9.67741935483871,98.68421052631578,8.571428571428571,8.771929824561402,53.42465753424657,1
Mechanic Falls,3134,69914,28222.0,39.8,270900,79.7752808988764,62.023760753789425,2.97225891677675,85.70516911295469,9.16159567275186,15.623572407492006,20.501138952164013,1
Meddybemps,139,48000,31323.0,63.9,295000,87.14285714285714,33.33333333333333,15.909090909090908,92.08633093525181,7.194244604316546,14.166666666666666,32.692307692307686,1
Medford,222,65476,44014.0,50.5,88200,97.72727272727273,68.98148148148148,4.697986577181208,91.8918918918919,11.26126126126126,10.7981220657277,39.325842696629216,1
Medway,996,55982,29169.0,55.3,100400,92.42424242424242,47.85202863961814,5.236907730673317,96.5863453815261,11.402623612512613,4.689480354879595,48.01641586867305,1
Mercer,718,71107,33450.0,43.4,238500,92.05882352941175,53.78006872852234,3.5143769968051117,73.25905292479109,13.649025069637883,34.095238095238095,20.491803278688515,1
Merrill,372,65536,23561.0,33.2,131600,91.2,56.36363636363636,2.4193548387096775,98.9247311827957,5.64516129032258,22.274881516587676,34.848484848484844,1
Mexico,2782,55727,28310.0,43.4,110800,77.00282752120641,50.08410428931875,3.4424853064651555,91.2293314162473,19.73256234188652,12.988966900702106,16.453674121405754,1
Milbridge,1222,60536,30915.0,50.3,240400,85.1145038167939,43.56846473029046,10.238095238095237,88.8707037643208,18.43238587424634,24.722838137472284,18.904823989569742,1
Milford,3095,85111,41444.0,43.3,176400,87.86217697729053,63.03262955854127,4.019488428745433,86.75282714054927,5.3311793214862675,18.894981020666386,8.301682040151931,1
Millinocket,4115,51007,30144.0,54.2,103800,84.11949685534591,40.7733864088712,6.136680613668061,96.74362089914945,17.130884890313038,18.598959926583053,13.760061326178608,1
Milo,2165,56875,30698.0,43.9,97100,67.82363977485929,59.20695274307442,0.6422018348623854,93.0715935334873,16.351039260969976,21.755485893416928,31.360000000000007,1
Minot,2794,95655,54449.0,49.0,294900,95.98214285714286,62.873516168645104,1.5625,87.32999284180386,6.227630637079455,25.94724220623501,23.009335529928606,1
Monmouth,4162,74648,38756.0,46.2,274100,79.82212340188994,64.30840311868322,0.13471037269869782,94.78616049975973,9.298414223930802,33.632425742574256,15.946582875098194,1
Monroe,1001,81300,36700.0,43.5,220300,87.44075829383885,59.2964824120603,5.720338983050848,91.80819180819181,11.288711288711289,29.09604519774011,-7.931034482758619,0
Monson,596,56017,31360.0,47.4,178100,82.92682926829268,55.31496062992126,3.9145907473309607,94.29530201342283,14.93288590604027,17.96008869179601,33.33333333333333,1
Monticello,674,51875,28891.0,52.7,125800,88.15331010452961,48.986486486486484,0.6896551724137931,90.3560830860534,19.43198804185351,9.380530973451327,61.630695443645074,1
Montville,907,65735,36799.0,45.0,221600,82.41206030150754,66.49484536082474,3.2945736434108532,95.25909592061743,10.694597574421168,29.260450160771708,-4.601226993865026,0
Moose River,248,76324,37617.0,32.9,144900,91.34615384615384,76.30057803468208,0.0,97.17741935483872,14.919354838709678,14.556962025316455,56.09756097560975,1
Morrill,914,74250,34268.0,39.8,214000,89.50276243093923,63.73626373626373,3.6637931034482754,92.66958424507659,6.256860592755214,31.211180124223603,17.20779220779221,1
Moscow,865,45526,30370.0,55.4,153800,91.21951219512195,46.74329501915709,2.185792349726776,97.80346820809248,20.69364161849711,4.892086330935252,51.91637630662021,1
Mount Chase,280,41711,36835.0,49.9,115700,90.0,45.909090909090914,6.9306930693069315,97.14285714285714,30.714285714285715,32.093023255813954,32.88590604026845,1
Mount Desert,1671,92813,54686.0,54.9,522100,84.8180677540778,65.16084873374402,1.2605042016806722,94.3147815679234,7.434052757793765,64.36950146627566,-50.405904059040594,0
Mount Vernon,1716,74395,45372.0,47.1,264200,89.79591836734694,60.57347670250897,2.603550295857988,92.48251748251748,4.823529411764706,42.27517294388932,1.7361111111111143,1
Naples,3985,78188,48361.0,49.8,340100,87.53092528451262,71.92307692307692,0.904977375565611,91.39272271016311,9.507042253521126,37.8698224852071,17.84860557768924,1
New Canada,449,68750,27493.0,27.4,210300,94.4055944055944,59.42028985507246,1.2195121951219512,73.05122494432071,9.131403118040089,11.965811965811966,37.64705882352942,1
New Gloucester,5766,108797,43314.0,40.1,357100,82.94202204120748,71.6207276736494,5.018472906403941,95.73361082206036,4.315528829147506,30.680680680680684,5.200108902804246,1
New Limerick,372,53810,37714.0,58.3,196900,80.0,46.34920634920635,6.164383561643835,97.31182795698925,15.591397849462366,18.855218855218855,39.77272727272728,1
New Portland,686,74375,32979.0,41.4,176000,94.1358024691358,63.70235934664247,7.4074074074074066,88.0466472303207,14.473684210526317,27.744510978043913,21.513944223107572,1
New Sharon,1550,63889,34619.0,43.9,171200,90.23178807947019,62.91338582677165,0.0,91.54838709677419,9.612903225806452,29.8819255222525,18.35897435897435,1
New Sweden,494,58333,33197.0,50.5,164700,88.23529411764706,44.827586206896555,4.945054945054945,88.05668016194332,15.991902834008098,29.362880886426595,20.60606060606061,1
New Vineyard,607,61806,29666.0,47.5,190000,90.7488986784141,50.617283950617285,6.097560975609756,92.9159802306425,22.57001647446458,20.047169811320757,27.982646420824288,1
Newburgh,1475,76750,40232.0,45.8,244600,81.18971061093248,63.04170073589533,4.9286640726329445,98.23728813559322,11.700680272108844,29.850746268656714,24.27184466019417,1
Newcastle,1913,89868,49095.0,49.4,398000,80.64516129032258,67.34947237740533,0.0,93.67485624673289,3.4939121228163046,45.12372634643377,-41.017964071856284,0
Newfield,1580,57188,32254.0,52.8,318100,96.74681753889675,51.31860299358517,3.3333333333333335,90.12658227848101,10.506329113924052,21.84542586750789,27.43362831858407,1
Newport,3143,60365,35537.0,50.3,234800,72.3076923076923,54.56191165821869,4.04777704047777,95.70474069360483,12.56761056315622,24.856376867100728,33.951965065502186,1
Newry,177,67000,40825.0,61.1,307700,89.74358974358975,45.806451612903224,4.225352112676056,95.48022598870057,3.389830508474576,37.83783783783784,-11.877394636015318,0
Nobleboro,1906,100417,46938.0,48.4,352600,81.3397129186603,63.56877323420075,4.1910331384015596,95.80272822665268,10.44071353620147,37.05234159779614,-7.969924812030072,0
Norridgewock,3288,61579,56459.0,50.3,151900,82.21024258760107,50.322143099355706,4.8517520215633425,98.78345498783455,20.872749465974977,21.745350500715308,25.608465608465607,1
North Berwick,5129,101875,46143.0,41.6,428500,88.69693978282329,63.877696136525245,3.710575139146568,96.41255605381166,4.4251284077439745,28.996074032529446,8.58760616546084,1
North Haven,480,87500,49984.0,49.6,440200,82.03883495145631,64.17525773195877,1.2048192771084338,88.95833333333333,8.75,55.4089709762533,-44.250871080139376,0
North Yarmouth,4240,129267,64608.0,47.4,496500,86.63653970303422,74.07624633431085,1.9398258115597784,92.64150943396227,4.834905660377359,53.36322869955157,-30.604026845637584,0
Northfield,263,68333,62848.0,62.1,198600,88.88888888888889,47.21030042918455,12.727272727272727,88.212927756654,20.53231939163498,40.35087719298245,33.33333333333333,1
Northport,1621,73523,47357.0,56.6,343400,87.56476683937824,50.88464260438783,4.728789986091794,91.9802590993214,5.933250927070458,52.41276911655531,-25.272727272727266,0
Norway,5228,54342,32290.0,49.5,215800,70.4713493530499,46.568201563857514,4.524253731343284,93.61132364192808,20.94475893031427,21.364541832669325,-0.1336005344021416,0
Oakfield,629,46378,29659.0,57.7,144300,69.90595611285266,47.183098591549296,5.223880597014925,96.97933227344993,9.220985691573928,10.408921933085502,45.32374100719425,1
Oakland,6309,77813,39434.0,40.2,236000,77.59082217973231,61.06088004822182,1.678183613030602,94.94373117768268,8.065030283710552,24.37877770315648,8.321889590771768,1
Ogunquit,1379,114259,100087.0,62.8,875700,94.29429429429429,47.9607250755287,0.0,94.12617839013778,3.1907179115300943,63.48314606741573,-42.85714285714286,0
Old Orchard Beach,9244,60050,44791.0,58.0,366600,68.19873464830665,62.993667242371906,6.726375434107109,87.99221116399826,14.920359735615992,42.81058041870377,-19.510204081632644,0
Old Town,7470,51585,32781.0,37.0,208100,59.27318295739349,64.95754408883083,1.7848164906988435,89.89290495314592,21.333874458874458,36.75843350135711,-13.010967098703887,0
Orland,1915,69348,52352.0,50.6,277100,87.47252747252747,61.38855054811205,1.8849206349206349,95.822454308094,7.112970711297072,31.421287444231993,1.1904761904761898,1
Orono,11902,61528,28271.0,21.8,272600,46.553808948004836,59.74870789520585,5.1155853840417596,87.49789951268694,24.87606457353502,66.79432304573102,-41.411809963454516,0
Orrington,3853,94556,55390.0,49.5,309000,88.4685784014643,65.36312849162012,1.7094017094017095,91.07189203218272,6.644173371398909,44.31934493346981,14.055917273075451,1
Osborn,88,127083,56732.0,56.4,218100,83.6734693877551,60.97560975609756,0.0,90.9090909090909,9.090909090909092,23.376623376623375,52.173913043478265,1
Otis,705,101250,46200.0,54.7,282500,89.45578231292517,66.22073578595318,0.5050505050505051,94.04255319148936,7.801418439716312,34.78260869565217,36.0,1
Otisfield,1951,84271,40098.0,56.8,317200,92.33716475095785,57.18562874251497,2.6178010471204187,97.59097898513582,10.302409021014865,30.990415335463258,9.362054681027338,1
Owls Head,1482,87325,55125.0,52.6,413300,81.61434977578476,55.19630484988453,3.905160390516039,94.1970310391363,5.710306406685237,39.40425531914894,-8.723599632690537,0
Oxford,4333,58571,32032.0,40.5,194200,88.73239436619718,62.5,10.554323725055433,93.42257096699747,12.45291902071563,16.783663050414805,33.41625207296849,1
Palermo,1473,89095,41438.0,43.4,259700,91.17199391171994,65.44876886417792,2.3058252427184467,93.82213170400543,4.761904761904762,31.65137614678899,20.15655577299414,1
Palmyra,2209,60543,24280.0,37.1,154900,82.61390887290167,58.41760856632957,1.5274949083503055,98.59665006790402,9.10338517840805,13.759398496240602,45.01718213058419,1
Paris,5317,75137,33381.0,48.2,240400,60.18181818181818,60.718982902235865,1.48014440433213,94.99717886025955,12.45128604832424,28.75059157595835,16.510903426791273,1
Parkman,896,54231,31836.0,51.7,168900,76.04651162790698,53.42281879194631,0.25125628140703515,82.47767857142857,13.31096196868009,21.542940320232898,37.97752808988764,1
Parsonsfield,1715,72045,32174.0,44.3,272100,86.35097493036211,58.263518659558265,2.8758169934640523,92.8862973760933,12.035398230088495,21.821164889253485,15.789473684210535,1
Passadumkeag,384,55417,26971.0,46.0,98800,85.62874251497006,47.43589743589743,5.405405405405405,96.35416666666666,16.666666666666664,13.60544217687075,53.846153846153854,1
Patten,1154,51484,29492.0,57.8,127600,82.5278810408922,40.82217973231357,7.494145199063232,97.83362218370884,23.22695035460993,25.126646403242148,44.79999999999999,1
Pembroke,801,60132,31865.0,49.6,142800,86.46408839779005,52.01793721973094,9.482758620689655,92.88389513108615,13.48314606741573,32.03389830508475,17.24137931034482,1
Penobscot,1154,63194,39498.0,53.4,296400,84.18079096045197,54.6018614270941,4.166666666666666,94.10745233968805,16.031195840554595,32.39277652370203,-19.950738916256157,0
Perham,326,62500,35168.0,53.0,117600,92.53731343283582,54.347826086956516,4.666666666666667,97.23926380368098,2.4539877300613497,18.67704280155642,47.55555555555554,1
Perry,744,82056,42383.0,45.5,196400,91.80887372013652,61.5,5.149051490514905,79.43548387096774,4.301075268817205,31.558185404339252,18.489065606361834,1
Peru,1501,66827,32503.0,48.0,141300,90.20866773675762,52.95095594347464,1.098901098901099,92.80479680213192,9.206989247311828,21.71226831421006,34.56221198156681,1
Phillips,1094,45385,27198.0,49.7,190800,83.25892857142857,50.11160714285714,7.57238307349666,93.87568555758683,17.657992565055764,20.736196319018404,27.76934749620637,1
Phippsburg,2238,107833,50930.0,54.3,335800,81.80952380952381,55.6835252879319,1.5287769784172662,98.21268990169794,7.547169811320755,37.66438716465018,-5.400372439478595,0
Pittsfield,3930,57381,28251.0,40.0,164100,76.54921020656136,64.5399166399487,3.974167908594138,90.02544529262086,15.535761068902278,26.716141001855288,24.079601990049753,1
Pittston,3093,86614,47848.0,41.4,238700,81.00328947368422,60.88922381311228,0.9282178217821782,87.68186226964112,10.184287099903006,26.697459584295615,24.24916573971079,1
Plymouth,1319,61964,36425.0,39.5,207100,94.11764705882352,64.70019342359767,2.690582959641256,92.19105382865807,6.54490106544901,16.752312435765674,43.75,1
Poland,5954,85557,39454.0,44.2,283600,81.89134808853119,67.6967449526164,2.3432744978697504,96.47295935505542,16.638078902229847,23.789954337899545,13.178294573643413,1
Portage Lake,374,60000,45836.0,66.2,202200,93.75,42.89693593314763,2.5974025974025974,100.0,12.032085561497325,11.594202898550725,25.301204819277118,1
Porter,1746,60417,32892.0,40.9,226100,87.42138364779875,57.42971887550201,3.146853146853147,88.02978235967926,9.761766414875073,14.00437636761488,29.50108459869849,1
Portland,68854,79540,52781.0,37.8,489600,46.85272258455938,71.13901888825292,4.188556013062615,78.02742033868766,11.212386621735968,59.700522078369126,-67.56442139795757,0
Pownal,1696,104333,54703.0,47.2,436800,89.40677966101694,60.64610866372981,0.7263922518159807,93.10141509433963,5.5424528301886795,49.00398406374502,-19.159256265157637,0
Presque Isle,8736,55768,33974.0,44.1,147200,57.83280215739152,60.632616732849506,3.5682023486901535,90.57921245421245,15.472235405790222,26.1771125662613,9.49119373776908,1
Princeton,866,56406,33543.0,39.1,120800,74.26273458445041,57.96875,2.6954177897574128,84.18013856812932,15.295480880648899,24.543946932006634,49.48240165631469,1
Prospect,923,81250,34387.0,45.2,196500,88.82978723404256,57.04419889502762,5.084745762711865,91.11592632719393,7.278835386338185,22.347266881028936,18.91891891891892,1
Randolph,1610,66574,38796.0,49.6,174300,77.51937984496125,54.02379286214136,2.461139896373057,97.26708074534162,15.670232850849592,16.846153846153847,8.341708542713562,1
Rangeley,792,58243,50599.0,64.3,424700,72.63374485596708,67.3202614379085,19.41747572815534,98.48484848484848,1.7676767676767675,33.59683794466403,20.140515222482435,1
Raymond,4610,88194,47143.0,47.3,395800,89.71044467425025,63.899106673673145,2.1792763157894735,91.77874186550976,5.328674383053069,49.26262053318208,-2.73155416012559,0
Readfield,2651,86504,41938.0,48.1,326400,89.87341772151899,65.2907234798047,6.322229775662815,95.88834402112411,5.0283553875236295,48.79795396419438,-1.408450704225345,0
Richmond,3566,65854,34148.0,36.9,242700,69.91869918699187,61.016949152542374,2.604166666666667,97.19573752103197,12.373453318335208,35.839803841438496,8.392603129445234,1
Ripley,436,64821,36420.0,47.7,144300,81.0,63.78378378378379,8.050847457627118,94.4954128440367,11.888111888111888,19.402985074626866,34.40514469453376,1
Robbinston,621,68333,35182.0,48.1,228000,82.67716535433071,55.93525179856115,1.607717041800643,95.49114331723028,15.181518151815181,27.586206896551722,33.89355742296918,1
Rockland,7035,56533,36105.0,49.3,245800,61.96353436185134,65.5404297195342,6.581581581581582,94.05828002842928,10.389800703399764,35.5822550831793,-33.07024467245461,0
Rockport,3675,86979,46162.0,48.7,469000,84.51268357810414,63.753627861980014,6.626201315123925,94.20408163265306,5.335195530726257,51.294305057745916,-39.5519348268839,0
Rome,1215,77639,42410.0,48.3,329300,91.89723320158103,47.908366533864545,4.781704781704782,93.82716049382715,10.344827586206897,39.06976744186046,4.0787623066104075,1
Roque Bluffs,369,89375,44679.0,51.1,290300,96.42857142857143,58.843537414965986,4.046242774566474,66.66666666666666,11.1731843575419,39.097744360902254,-4.347826086956516,0
Roxbury,352,51667,32658.0,59.8,105800,94.51219512195121,40.41916167664671,8.88888888888889,97.72727272727273,13.352272727272727,15.50632911392405,30.73929961089494,1
Rumford,5942,38403,25959.0,50.4,127700,63.06205871423263,48.3013589128697,5.378568473314026,95.22046449007068,22.612018061827026,18.142499430912814,14.761376248612656,1
